,road,chainage,lrp,lat,lon,gap,type,name,avg_truck_AADT
32391,Z4016,16.08,LRP016,24.3276382,90.1106389,,KmPost,Km post missing,
32392,Z4016,16.38,LRP016a,24.3318882,90.1235549,,Culvert,Slab Culvert,
32393,Z4016,17.08,LRP017,24.3307771,90.1198049,,KmPost,Km post missing,
32394,Z4016,17.289,LRP017a,24.3362497,90.1310271,,Culvert,Slab Culvert,
32395,Z4016,18.08,LRP018,24.3347497,90.128166,,KmPost,Km post missing,
32396,Z4016,18.885,LRP018a,24.3299716,90.1358052,,Culvert,Box Culvert,
32397,Z4016,19.08,LRP019,24.329659283783784,90.13755220675677,,KmPost,Km post missing,
32398,Z4016,19.995,LRP019a,24.3281938,90.1457497,,Culvert,Box Culvert,
32399,Z4016,20.08,LRP020,24.3422774,90.1458052,,KmPost,Km post missing,
32400,Z4016,20.725,LRP020a,24.3431911715,90.151753777,,Culvert,Box Culvert,
32401,Z4016,21.08,LRP021,24.3436941,90.1550278,,KmPost,Km post missing,
32402,Z4016,21.348,LRP021a,24.343813226,90.1574993496,,Culvert,Box Culvert,
32403,Z4016,22.08,LRP022,24.3441386,90.16425,,KmPost,Km post missing,
32404,Z4016,22.654,LRP022a,24.324166,90.1670827,,Culvert,Box Culvert,
32405,Z4016,22.865,LRPE,24.319916,90.1695271,,Others,"Road ends Intersecting Z3030,Mirzapur-Shakipur road",
32406,Z4017,0.0,LRPS,24.5139722,89.9783327,,Others,Road start at Porabari from N4 Dhaka-Tangial-Jamalpur road,
32407,Z4017,1.015,LRP001,24.5211382,89.972166,,KmPost,Gopalpur 6km,
32408,Z4017,2.02,LRP002,24.5294993,89.9692216,,KmPost,Gopalpur 5km,
32409,Z4017,2.424,LRP002a,24.5329993,89.9684716,,Culvert,Box Culvert,
32410,Z4017,2.727,LRP002b,24.5354163,89.9672493,BS,Bridge,Bridge Start,
32411,Z4017,2.777,LRP002c,24.5357219,89.9670271,BE,Bridge,Bridge End,
32412,Z4017,3.025,LRP003,24.5358052,89.9648056,,KmPost,Gopalpur 4km,
32413,Z4017,3.55,LRP003a,24.536083,89.9604167,,Culvert,Box Culvert,
32414,Z4017,4.025,LRP004,24.5374441,89.9555556,,KmPost,Gopalpur 3km,
32415,Z4017,5.025,LRP005,24.5441386,89.9490552,,KmPost,Gopalpur 2,
32416,Z4017,5.176,LRP005a,24.5451941,89.9482497,,Culvert,Box Culvert,
32417,Z4017,6.03,LRP006,24.5493886,89.9415552,,KmPost,Gopalpur 1km,
32418,Z4017,7.03,LRP007,24.55425,89.9335552,,KmPost,Pingna 16km,
32419,Z4017,7.77,LRP007a,24.5555833,89.9278049,,"SideRoad,Left",Z 4018. Bausi Gopalpur Bhuapur road,
32420,Z4017,7.899,LRP007b,24.5578056,89.9274993,BS,Bridge,Bridge start,
32421,Z4017,7.907,LRP007c,24.5578611,89.9274993,BE,Bridge,Bridge end,
32422,Z4017,8.04,LRP008,24.5591111,89.9274438,,KmPost,Pingna 15km,
32423,Z4017,8.35,LRP008a,24.562,89.9281938,,"SideRoad,Right",Z 4019 Madhupur gopalpur Road,
32424,Z4017,8.421,LRP008b,24.5621389,89.9278604,BS,Bridge,Bridge Start,
32425,Z4017,8.479,LRP008c,24.56225,89.9273049,BE,Bridge,Bridge end,
32426,Z4017,8.508,LRP008d,24.5622778,89.9272493,,"SideRoad,Right","Z 4018, Bausi Gopalpur Bhuapur road",
32427,Z4017,9.02,LRP009,24.5630556,89.9221104,,KmPost,Pingna 14km,
32428,Z4017,10.02,LRP010,24.5673882,89.9133889,,KmPost,Pingna 13km,
32429,Z4017,10.482,LRP010a,24.5691104,89.9094167,,Culvert,Culvert,
32430,Z4017,11.07,LRP011,24.5707216,89.9043333,,KmPost,Pingna 12 Km,
32431,Z4017,11.18,LRP011a,24.5707216,89.90325,BS,Bridge,Bridge Start,
32432,Z4017,11.19,LRP011b,24.5707216,89.9031389,BE,Bridge,Bridge End,
32433,Z4017,12.07,LRP012,24.574416,89.8957219,,KmPost,Km post broken,
32434,Z4017,12.08,LRP012a,24.5744438,89.8954719,BS,Bridge / Bridge,Bridge start / Bridge End,
32435,Z4017,12.415,LRP012c,24.5765271,89.8936108,BE,Bridge,Bridge Start,
32436,Z4017,12.443,LRP012d,24.5766938,89.8935552,,Bridge,Bridge End,
32437,Z4017,13.08,LRP013,24.5813882,89.8897497,,KmPost,Km Post Broken,
32438,Z4017,13.344,LRP013a,24.5829716,89.8880274,BS,Bridge,Bridge Start,
32439,Z4017,13.359,LRP013b,24.5830549,89.8879163,BE,Bridge,Bridge End,
32440,Z4017,13.712,LRP013c,24.5850552,89.8852497,,Culvert,Box Culvert,
32441,Z4017,14.1,LRP014,24.5874441,89.8823049,,KmPost,Km Post Broken,
32442,Z4017,14.771,LRP014a,24.5907774,89.8770271,,Culvert,Box Culvert,
32443,Z4017,15.1,LRP015,24.5919997,89.8741104,,KmPost,Km Post Missing,
32444,Z4017,15.465,LRP015a,24.5938052,89.8711104,BS,Bridge,Bridge Start,
32445,Z4017,15.568,LRP015b,24.5942497,89.8702771,BE,Bridge,Bridge End,
32446,Z4017,16.105,LRP016,24.5961108,89.8653611,,KmPost,Pingna 7Km,
32447,Z4017,17.105,LRP017,24.5981386,89.85575,,KmPost,Km post missing,
32448,Z4017,17.73,LRP017a,24.5994441,89.8511944,,Culvert,Box Culvert,
32449,Z4017,18.105,LRP018,24.6007222,89.846333,,KmPost,Pingna 5 km,
32450,Z4017,18.234,LRP018a,24.601,89.8454997,,Culvert,Box Culvert,
32451,Z4017,18.329,LRP018b,24.6011944,89.8446386,,RailRoadCrossing,Raill Crossing,
32452,Z4017,19.12,LRP019,24.6051389,89.8382774,,KmPost,Pingna4km,
32453,Z4017,20.081,LRP019a,24.6067222,89.8291382,BS,Bridge,Bridge Start,
32454,Z4017,20.165,LRP020,24.6066111,89.828416,BE,KmPost,Bridge End,
32455,Z4017,20.751,LRP020a,24.6082778,89.8229716,,Culvert,Box Culvert,
32456,Z4017,21.113,LRP021,24.6092778,89.819666,,KmPost,Pingna 2km,
32457,Z4017,21.82,LRP021a,24.6117778,89.8134167,,Culvert,Box Culvert,
32458,Z4017,22.062,LRPE,24.6128333,89.8105556,,Others,"Road end at Jagannathganj intersection with Z 4801, Bhuapur- Tarakandi road.",
32459,Z4018,0.0,LRPS,24.7803049,89.8549444,,Others,The road starts from Z4033 at Bausi bazar,
32460,Z4018,0.069,LRP001,24.7797493,89.8551944,,KmPost,Raja hat 6 km,
32461,Z4018,0.474,LRP001a,24.7765827,89.8569444,,Culvert,Box culvert,
32462,Z4018,0.992,LRP002,24.7724716,89.8591111,,KmPost,Raja hat 5 km,
32463,Z4018,1.008,LRP002a,24.7723604,89.8591944,,Culvert,Box culvert,
32464,Z4018,1.91,LRP003,24.7650833,89.864,,KmPost,Raja hat 4 km,
32465,Z4018,2.283,LRP003a,24.7627222,89.86575,,Culvert,Box culvert,
32466,Z4018,2.32,LRP003b,24.7624722,89.8659722,,Culvert,Sluice gate,
32467,Z4018,2.87,LRP004,24.7581667,89.8689438,,KmPost,Raja hat 3 km,
32468,Z4018,3.846,LRP004a,24.7495552,89.8684438,,Culvert,Box culvert,
32469,Z4018,3.87,LRP005,24.7493886,89.8684993,,KmPost,Km post misisng,
32470,Z4018,4.055,LRP005a,24.7476663,89.8687216,,Culvert,Box culvert,
32471,Z4018,4.542,LRP005b,24.7433608,89.8688604,,Culvert,Box culvert,
32472,Z4018,4.87,LRP006,24.7403886,89.8693882,,KmPost,Raja hat 1 km,
32473,Z4018,5.133,LRP006a,24.7382774,89.8704438,,Culvert,Box culvert,
32474,Z4018,5.652,LRP006b,24.7357774,89.8743049,,Culvert,Sluice gate,
32475,Z4018,5.87,LRP007,24.7343608,89.876166,,KmPost,Km post missing,
32476,Z4018,6.05,LRP007a,24.7335552,89.8777216,,Others / Others,Start of Tangail road Division / Start of Tangail road Division,
32477,Z4018,6.87,LRP008,24.7270827,89.8806104,,KmPost,Infor.missing,
32478,Z4018,7.87,LRP009,24.7167771,89.8809993,,KmPost,Km post missing,
32479,Z4018,8.87,LRP010,24.7086944,89.8858608,,KmPost,Km post missing,
32480,Z4018,9.87,LRP011,24.7032222,89.8897774,,KmPost,Km post missing,
32481,Z4018,10.87,LRP012,24.7028333,89.8932774,,KmPost,Km post missing,
32482,Z4018,10.881,LRP012a,24.6968052,89.8950552,,Culvert,Box culvert,
32483,Z4018,11.87,LRP013,24.688333,89.8982219,,KmPost,Km post missing,
32484,Z4018,12.87,LRP014,24.6796104,89.8991941,,KmPost,Km post missing,
32485,Z4018,13.142,LRP014a,24.6775549,89.9007222,BS,Bridge,Start of bridge,
32486,Z4018,13.193,LRP014b,24.6772216,89.9002778,BE,Bridge,End of bridge,
32487,Z4018,13.87,LRP015,24.6720827,89.9024444,,KmPost,Km post missing,
32488,Z4018,14.87,LRP016,24.6667771,89.9032778,,KmPost,Km post missing,
32489,Z4018,15.722,LRP016a,24.6562778,89.9054722,,Culvert,Box culvert,
32490,Z4018,15.87,LRP017,24.6553889,89.9054444,,KmPost,Km post missing,
32491,Z4018,16.316,LRP017a,24.6521389,89.9038056,,Culvert,Box culvert,
32492,Z4018,16.87,LRP018,24.6470274,89.9041111,,KmPost,Km post missing,
32493,Z4018,17.22,LRP018a,24.6444997,89.9029722,,Culvert,Box culvert,
32494,Z4018,17.87,LRP019,24.6387497,89.9005556,,KmPost,Km post missing,
32495,Z4018,18.87,LRP020,24.6310549,89.8977497,,KmPost,Km post missing,
32496,Z4018,19.193,LRP020a,24.6286104,89.8968052,,Culvert,Box culvert,
32497,Z4018,19.744,LRP020b,24.6247771,89.8933886,,Culvert,Box culvert,
32498,Z4018,19.87,LRP021,24.6227216,89.8925552,,KmPost,Km post missing,
32499,Z4018,20.104,LRP021a,24.6215827,89.8921108,,Culvert,Box culvert,
32500,Z4018,20.232,LRP021b,24.6201104,89.8913608,,Culvert,Pipe culvert,
32501,Z4018,20.87,LRP022,24.6170827,89.8931941,,KmPost,Km post missing,
32502,Z4018,21.62,LRP023,24.6154444,89.8990274,,KmPost,Infor.missing,
32503,Z4018,22.262,LRP023a,24.61525,89.9053056,,Culvert,Box culvert,
32504,Z4018,22.53,LRP023b,24.6151389,89.9076667,,Culvert,Box culvert,
32505,Z4018,22.62,LRP024,24.615,89.9091944,,KmPost,Gopalpur 7 km,
32506,Z4018,23.62,LRP025,24.6126667,89.9150833,,KmPost,Km post missing,
32507,Z4018,24.292,LRP025a,24.6076667,89.9155556,,Culvert,Box culvert,
32508,Z4018,24.62,LRP026,24.6053333,89.915,,KmPost,Gopalpur 5 km,
32509,Z4018,25.506,LRP026a,24.5978512958,89.91812501060001,,Culvert,Box culvert,
32510,Z4018,25.62,LRP027,24.5968886,89.9185271,,KmPost,Km post misisng,
32511,Z4018,25.78,LRP027a,24.5954719,89.9189716,BS,Bridge,Start of bridge,
32512,Z4018,25.832,LRP027b,24.59502390827068,89.91903675639098,BE,Bridge,End of bridge,
32513,Z4018,26.312,LRP027c,24.5908886,89.9196382,,Culvert,Box culvert,
32514,Z4018,26.66,LRP028,24.5878052,89.9198049,,KmPost,Infor.missing,
32515,Z4018,26.807,LRP028a,24.586583,89.919916,,Culvert,Box culvert,
32516,Z4018,27.66,LRP029,24.578916,89.921416,,KmPost,Infor.missing,
32517,Z4018,27.782,LRP029a,24.5779993,89.9216104,,Culvert,Box culvert,
32518,Z4018,28.213,LRP029b,24.5744993,89.9233604,,Culvert,Box culvert,
32519,Z4018,28.68,LRP030,24.5708604,89.9250549,,KmPost,Gopalpur 1 km,
32520,Z4018,28.762,LRP030a,24.5701104,89.9254438,BS,Bridge,Start of bridge,
32521,Z4018,28.863,LRP030b,24.5684438,89.9254716,BE,Bridge,End of bridge,
32522,Z4018,29.69,LRP031,24.5636389,89.9266938,,KmPost,Gopalpur 6 km,
32523,Z4018,29.824,LRPE,24.5623056,89.9273327,,Others,Road ends Near Gopalpur Bazar Intersecting with Z4017,
32524,Z4019,0.0,LRPS,24.5939441,90.0228049,,Others,Start of madhupur- Bhuapur portion from N4 at Madhupur,
32525,Z4019,0.431,LRPSa,24.5951386,90.0188604,,Culvert,Box culvert,
32526,Z4019,0.929,LRPSb,24.5954997,90.0143056,,Culvert,Box culvert,
32527,Z4019,1.0,LRP001,24.5954997,90.0134167,,KmPost,Km post missing,
32528,Z4019,2.0,LRP002,24.5967497,90.0092222,,KmPost,Km post missing,
32529,Z4019,3.0,LRP003,24.5884441,89.9957219,,KmPost,Km post missing,
32530,Z4019,3.284,LRP003a,24.5876108,89.9930552,,Culvert,Box culvert,
32531,Z4019,3.862,LRP003b,24.58610840363129,89.98693348575418,,Culvert,Box culvert,
32532,Z4019,4.0,LRP004,24.5857497,89.9854719,,KmPost,Km post missing,
32533,Z4019,5.0,LRP005,24.5809438,89.9783604,,KmPost,Km post missing,
32534,Z4019,6.0,LRP006,24.5773327,89.9694993,,KmPost,Km post missing,
32535,Z4019,6.834,LRP006a,24.5740827,89.9636667,,Culvert,Box culvert,
32536,Z4019,7.0,LRP007,24.5725271,89.9626944,,KmPost,Km post missing,
32537,Z4019,7.705,LRP007a,24.5723049,89.9626111,,Culvert,Box culvert,
32538,Z4019,8.0,LRP008,24.5690271,89.9556389,,KmPost,Km post missing,
32539,Z4019,8.403,LRP008a,24.5688327,89.9523056,,Culvert,Box culvert,
32540,Z4019,8.612,LRP008b,24.5680827,89.9503056,BS,Bridge,Start of bridge,
32541,Z4019,8.672,LRP008c,24.567916,89.9478608,BE,Bridge,End of bridge,
32542,Z4019,9.0,LRP009,24.5665833,89.9461386,,KmPost,Km post missing,
32543,Z4019,9.512,LRP009a,24.5651667,89.9422497,,Culvert,Box culvert,
32544,Z4019,10.0,LRP010,24.5651111,89.9421941,,KmPost,Km post missing,
32545,Z4019,10.051,LRP010a,24.565,89.9371386,BS,Bridge,Start of bridge,
32546,Z4019,10.072,LRP010b,24.565,89.9369997,BE,Bridge,End of bridge,
32547,Z4019,10.83,LRP010c,24.5644444,89.9295271,,Culvert,Slab culvert,
32548,Z4019,11.0,LRP011,24.56314812222222,89.9288481,,KmPost,Km post missing,
32549,Z4019,11.136,LRPE,24.5621111,89.9283049,,Others,The road ends Intersecting Z4017 at Gopalpur Bazar,
32550,Z4020,0.0,LRPS,24.5554722,89.9278882,,Others,Road start Intersecting Z4017 Near Nandarpur Mondir at Gopalpur,
32551,Z4020,0.108,LRP001,24.5524167,89.9291938,,KmPost,Infor.missing,
32552,Z4020,0.11,LRP001a,24.5523056,89.9292216,,Culvert,Box culvert,
32553,Z4020,0.403,LRP001b,24.5504167,89.9273604,,Culvert,Box culvert,
32554,Z4020,0.588,LRP001c,24.5488052,89.9273049,BS,Bridge,Start of bridge,
32555,Z4020,0.599,LRP001d,24.5487219,89.9273049,BE,Bridge,End of bridge,
32556,Z4020,1.0,LRP002,24.5462497,89.9258882,,KmPost,Km post missing,
32557,Z4020,1.07,LRP002a,24.5447497,89.925166,,Culvert,Box culvert,
32558,Z4020,1.808,LRP002b,24.538583,89.924416,,Culvert,Box culvert,
32559,Z4020,2.0,LRP003,24.5384719,89.9242771,,KmPost,Km post missing,
32560,Z4020,2.798,LRP003a,24.5298049,89.9239993,,Culvert,Box culvert,
32561,Z4020,3.0,LRP004,24.5296104,89.9237771,,KmPost,Km post missing,
32562,Z4020,3.719,LRP004a,24.521416,89.9228604,BS,Bridge,Start of bridge,
32563,Z4020,3.78,LRP004b,24.5209716,89.9225827,BE,Bridge,End of bridge,
32564,Z4020,4.0,LRP005,24.5196104,89.9223604,,KmPost,Km post missing,
32565,Z4020,5.0,LRP006,24.5116389,89.9176382,,KmPost,Km post missing,
32566,Z4020,5.15,LRP006a,24.5099167,89.9174438,,Culvert,Pipe culvert,
32567,Z4020,6.0,LRP007,24.5053056,89.914,,KmPost,Km post missing,
32568,Z4020,7.0,LRP008,24.4975552,89.9073333,,KmPost,Km post missing,
32569,Z4020,7.672,LRP008a,24.4902497,89.9026667,,Culvert,Box culvert,
32570,Z4020,8.0,LRP009,24.4899441,89.9021111,,KmPost,Km post missing,
32571,Z4020,8.258,LRP009a,24.4887497,89.9004444,BS,Bridge,Start of bridge,
32572,Z4020,8.36,LRP009b,24.488333,89.899583,BE,Bridge,End of bridge,
32573,Z4020,9.0,LRP010,24.4855274,89.895583,,KmPost,Km post missing,
32574,Z4020,10.0,LRP011,24.4802216,89.8948886,,KmPost,Km post missing,
32575,Z4020,10.868,LRP012,24.474666,89.8819993,,KmPost,Ghatail 10 km,
32576,Z4020,11.686,LRP013,24.4670549,89.8831104,,KmPost,Km post missing,
32577,Z4020,12.868,LRP014,24.4584444,89.8885274,,KmPost,Km post missing,
32578,Z4020,13.1,LRP014a,24.4571944,89.8892774,,Culvert,Box culvert,
32579,Z4020,13.868,LRP015,24.4517222,89.8932774,,KmPost,Km post missing,
32580,Z4020,13.902,LRP015a,24.452,89.8944163,,"SideRoad,Left","Z3707, Bharadoba- Bhuapur",
32581,Z4020,14.868,LRP016,24.4521667,89.8873052,,KmPost,Km post missing,
32582,Z4020,15.482,LRPE,24.4509444,89.8797216,,Others,End of road Intersecting R480 at Bhuapur,
32583,Z4021,0.0,LRPS,24.9230827,89.9508333,,Others,Road start from N4 ( At end point ),
32584,Z4021,1.0,LRP001,24.9299993,89.9449997,,KmPost,Km post missing,
32585,Z4021,1.95,LRP001a,24.936083,89.9400274,,Culvert,Box Culvert,
32586,Z4021,2.01,LRP002,24.9366108,89.9394719,,KmPost,Dewanganj 39 km,
32587,Z4021,2.039,LRP002a,24.936833,89.9392497,,Monument,Monument,
32588,Z4021,2.333,LRP002b,24.9384719,89.9374163,,Culvert,Box Culvert,
32589,Z4021,2.81,LRP002c,24.941855657245338,89.93418440258249,,Culvert,Box Culvert,
32590,Z4021,3.03,LRP003,24.9434163,89.9326938,,KmPost,Dewanganj 38 km,
32591,Z4021,3.064,LRP003a,24.9436663,89.9324716,,Culvert,Box Culvert,
32592,Z4021,4.03,LRP004,24.9458608,89.9255549,,KmPost,Km post missing,
32593,Z4021,4.563,LRP004a,24.9456386,89.9207216,,Culvert,Box Culvert,
32594,Z4021,4.892,LRP004b,24.9456941,89.9174438,,Culvert,Box Culvert,
32595,Z4021,5.03,LRP005,24.9456108,89.9160556,,KmPost,Info missing,
32596,Z4021,5.62,LRP005a,24.9456941,89.9109167,,RailRoadCrossing,Rail Road Crossing,
32597,Z4021,6.03,LRP006,24.9467774,89.9071667,,KmPost,Km post missing,
32598,Z4021,6.857,LRP006a,24.9492497,89.8994163,,Bridge,Bridge start,
32599,Z4021,7.045,LRP007,24.949833,89.8976941,,KmPost,Km post missing,
32600,Z4021,8.045,LRP008,24.9498608,89.8883886,,KmPost,Km post missing,
32601,Z4021,9.045,LRP009,24.9501111,89.878666,,KmPost,Km post missing,
32602,Z4021,9.721,LRP009a,24.9510278,89.8721382,BS,Bridge,Bridge start,
32603,Z4021,9.79,LRP009b,24.951,89.8714993,BE,Bridge,Bridge End,
32604,Z4021,10.045,LRP010,24.95075,89.8689993,,KmPost,Km post missing,
32605,Z4021,10.744,LRP010a,24.9520556,89.8625278,,Culvert,Box Culvert,
32606,Z4021,11.045,LRP011,24.952,89.8595,,KmPost,Km post missing,
32607,Z4021,12.045,LRP012,24.95825,89.8536111,,KmPost,Km post missing,
32608,Z4021,12.564,LRP012a,24.9626389,89.8524444,,Culvert,Box Culvert,
32609,Z4021,12.967,LRP012b,24.9661944,89.8522222,,Culvert,Box Culvert,
32610,Z4021,13.045,LRP013,24.966916,89.8522222,,KmPost,Km post missing,
32611,Z4021,14.045,LRP014,24.9755549,89.8506667,,KmPost,Km post missing,
32612,Z4021,14.642,LRP014a,24.9803327,89.85075,,Culvert,Box Culvert,
32613,Z4021,14.657,LRP014b,24.9804438,89.8508333,,RailRoadCrossing,Rail Road Crossing,
32614,Z4021,14.83,LRP014c,24.9818882,89.8511389,,Culvert,Box Culvert,
32615,Z4021,15.045,LRP015,24.9835274,89.8504444,,KmPost,Km post missing,
32616,Z4021,15.21,LRP015a,24.9884997,89.8501667,,Culvert,Box Culvert,
32617,Z4021,15.704,LRP015b,24.9886108,89.848083,,Culvert,Box Culvert,
32618,Z4021,16.045,LRP016,24.9899441,89.8451663,,KmPost,Km post missing,
32619,Z4021,16.193,LRP016a,24.9911386,89.8445274,,Culvert,Box Culvert,
32620,Z4021,16.548,LRP016b,24.9936941,89.8429441,,Culvert,Box Culvert,
32621,Z4021,17.045,LRP017,24.9974441,89.8410552,,KmPost,Km post missing,
32622,Z4021,18.045,LRP018,25.0059722,89.8413608,,KmPost,Km post missing,
32623,Z4021,18.707,LRP018a,25.0115,89.839833,,Culvert,Box Culvert,
32624,Z4021,18.96,LRP018b,25.0136389,89.8391941,,Culvert,Box Culvert,
32625,Z4021,19.045,LRP019,25.0143889,89.8389719,,KmPost,Km post missing,
32626,Z4021,19.241,LRP019a,25.0160278,89.8383052,,Culvert,Box Culvert,
32627,Z4021,19.324,LRP019b,25.0166111,89.837833,,Culvert,Box Culvert,
32628,Z4021,19.423,LRP019c,25.0173327,89.8372774,,Culvert,Box Culvert,
32629,Z4021,20.045,LRP020,25.0222493,89.8346386,,KmPost,Km post missing,
32630,Z4021,20.139,LRP020a,25.0226938,89.833833,,Culvert,Box Culvert,
32631,Z4021,20.628,LRP020b,25.0247771,89.8245271,,Culvert,Box Culvert,
32632,Z4021,21.045,LRP021,25.0268882,89.8262216,,KmPost,Km post missing,
32633,Z4021,21.182,LRP021a,25.0275549,89.8250827,,Culvert,Box Culvert,
32634,Z4021,21.836,LRP021b,25.0316104,89.8204716,,Culvert,Box Culvert,
32635,Z4021,22.014,LRP021c,25.0327771,89.8193049,,Culvert,Box Culvert,
32636,Z4021,22.045,LRP022,25.0329716,89.8190827,,KmPost,Km post missing,
32637,Z4021,22.398,LRP022a,25.0359719,89.8188882,,Culvert,Box Culvert,
32638,Z4021,22.677,LRP022b,25.0384441,89.8188049,,Culvert,Box Culvert,
32639,Z4021,22.935,LRP022c,25.0406663,89.8187216,,Culvert,Box Culvert,
32640,Z4021,23.045,LRP023,25.0415552,89.8187216,,KmPost,Km post missing,
32641,Z4021,23.163,LRP023a,25.0426108,89.818666,,Culvert,Box Culvert,
32642,Z4021,23.594,LRP023b,25.0464441,89.8182493,,Culvert,Box Culvert,
32643,Z4021,23.866,LRP023c,25.048833,89.8179993,,Culvert,Box Culvert,
32644,Z4021,24.045,LRP024,25.0504167,89.8178604,,KmPost,Km post missing,
32645,Z4021,24.225,LRP024a,25.0520278,89.8180271,,Culvert,Box Culvert,
32646,Z4021,24.638,LRP024b,25.0555278,89.8171382,,Culvert,Box Culvert,
32647,Z4021,25.018,LRP024c,25.0585556,89.8154444,,Culvert,Box Culvert,
32648,Z4021,25.045,LRP025,25.05875,89.8153333,,KmPost,Km post missing,
32649,Z4021,25.536,LRP025a,25.06225,89.8127222,,Culvert,Box Culvert,
32650,Z4021,25.898,LRP025b,25.0651389,89.8112222,,Culvert,Box Culvert,
32651,Z4021,26.045,LRP026,25.0661111,89.8102778,,KmPost,Km post missing,
32652,Z4021,26.164,LRP026a,25.066840585988484,89.80945299980806,,Culvert,Box Culvert,
32653,Z4021,26.566,LRP026b,25.0693049,89.8066667,,Culvert,Box Culvert,
32654,Z4021,26.93,LRP026c,25.0721382,89.8049444,,Culvert,Box Culvert,
32655,Z4021,27.016,LRP026d,25.07265756521739,89.80438353043478,,"SideRoad,Right","Z 4622,Islampur-Rishipara road",
32656,Z4021,27.045,LRP027,25.0728327,89.8041944,,KmPost,Km post missing,
32657,Z4021,27.215,LRP027a,25.0732493,89.8026389,,Culvert,Box Culvert,
32658,Z4021,27.86,LRP027b,25.0757216,89.797083,,Culvert,Box Culvert,
32659,Z4021,28.025,LRP028,25.0760827,89.7963608,,KmPost,Infor.missing,
32660,Z4021,28.915,LRP028a,25.0813604,89.7894163,,RailRoadCrossing,Rail Road Crossing,
32661,Z4021,29.025,LRP029,25.0818327,89.7882497,,KmPost,Km post missing,
32662,Z4021,29.397,LRP029a,25.0833886,89.7854441,BS,Bridge,Bridge start,
32663,Z4021,29.429,LRP029b,25.083680177070065,89.78538465031848,BE,Bridge,Bridge End,
32664,Z4021,30.025,LRP030,25.0891108,89.7842774,,KmPost,Km post missing,
32665,Z4021,30.09,LRP030a,25.0897219,89.7841108,,Culvert,Pipe Culvert,
32666,Z4021,30.172,LRP030b,25.0902219,89.7841663,,RailRoadCrossing,Rail road crossing,
32667,Z4021,30.18,LRP030c,25.0902497,89.7842219,,"SideRoad,Right","Z4622,Islampur-Rishipara road",
32668,Z4021,30.494,LRP030d,25.0929997,89.7846386,,Culvert,Box Culvert,
32669,Z4021,30.88,LRP031,25.0962219,89.7809993,,KmPost,Km post missing,
32670,Z4021,31.706,LRP031a,25.1015833,89.7777493,,Culvert,Box Culvert,
32671,Z4021,31.88,LRP032,25.1039722,89.7766104,,KmPost,Km post missing,
32672,Z4021,32.123,LRP032a,25.1049167,89.7758882,,Culvert,Box Culvert,
32673,Z4021,32.865,LRP032b,25.1109722,89.7729716,,Culvert,Box Culvert,
32674,Z4021,32.88,LRP033,25.1119722,89.7719716,,KmPost,Km post missing,
32675,Z4021,33.88,LRP033a,25.1201382,89.7690549,,Culvert,Box Culvert,
32676,Z4021,33.974,LRP034,25.1205549,89.7689716,,KmPost,Km post missing,
32677,Z4021,34.756,LRP034a,25.1271104,89.769666,BS,Bridge,Bridge start,
32678,Z4021,34.769,LRP034b,25.1271938,89.7696938,BE,Bridge,Bridge End,
32679,Z4021,34.88,LRP035,25.129416,89.7707493,,KmPost,Km post missing,
32680,Z4021,35.658,LRP035a,25.1337497,89.7743882,BS,Bridge,Bridge start,
32681,Z4021,35.668,LRP035b,25.1337774,89.7743604,BE,Bridge,Bridge End,
32682,Z4021,35.88,LRP036,25.136833,89.7741382,,KmPost,Km post missing,
32683,Z4021,36.465,LRP036a,25.1406941,89.7728882,,Culvert,Box Culvert,
32684,Z4021,36.88,LRP037,25.1451386,89.7713882,,KmPost,Km post missing,
32685,Z4021,37.88,LRP038,25.1538056,89.7691382,,KmPost,Km post missing,
32686,Z4021,38.306,LRP038a,25.15625,89.767916,BS,Bridge,Bridge start,
32687,Z4021,38.32,LRP038b,25.1563333,89.7678327,BE,Bridge,Bridge End,
32688,Z4021,38.88,LRP039,25.1611389,89.7640556,,KmPost,Km post missing,
32689,Z4021,39.125,LRPE,25.1616111,89.7637778,,Others,Road end at Dewanganj.,
32690,Z4022,0.0,LRPS,24.9169993,89.9509722,,Others,Road start N4 Intersection with at Jamalpur.,
32691,Z4022,0.3,LRPSa,24.9177216,89.948333,,Culvert,Slab culvert,
32692,Z4022,1.0,LRP001,24.9218604,89.9431108,,KmPost,Km post missing,
32693,Z4022,1.23,LRP001a,24.9233327,89.9417219,,Culvert,Pipe culvert,
32694,Z4022,1.633,LRP001b,24.9258327,89.9387219,,Monument,Monument,
32695,Z4022,1.74,LRP001c,24.925166,89.9369163,,Culvert,Slab culvert,
32696,Z4022,1.84,LRP001d,24.9251938,89.9369163,,RailRoadCrossing,Rail road crossing,
32697,Z4022,2.0,LRP002,24.9250549,89.9353886,,KmPost,Km post missing,
32698,Z4022,2.368,LRP002a,24.9238604,89.9320271,,Culvert,Box Culvert,
32699,Z4022,2.892,LRP002b,24.9220271,89.9272771,,Culvert,Box Culvert,
32700,Z4022,3.0,LRP003,24.921666,89.9263049,,KmPost,Km post missing,
32701,Z4022,3.11,LRP003a,24.9213327,89.9252771,,Culvert,Slab culvert,
32702,Z4022,3.392,LRP003b,24.9213604,89.9226382,,Culvert,Slab culvert,
32703,Z4022,3.632,LRP003c,24.9214716,89.9213049,,Culvert,Box culvert,
